date,open,high,low,close,volume
2025-06-16 00:00:00+05:30,962.0,969.4,960.0,967.7,16513746
2025-06-17 00:00:00+05:30,968.5,970.8,959.6,964.8,16978736
2025-06-18 00:00:00+05:30,958.5,968.2,958.5,967.0,18433816
2025-06-19 00:00:00+05:30,967.0,973.4,962.8,967.6,16876220
2025-06-20 00:00:00+05:30,965.8,985.0,965.8,982.4,32900408
2025-06-23 00:00:00+05:30,974.2,979.0,970.9,974.2,11739518
2025-06-24 00:00:00+05:30,982.5,989.5,977.8,980.4,22625322
2025-06-25 00:00:00+05:30,983.0,991.0,982.0,990.1,18405932
2025-06-26 00:00:00+05:30,990.7,1013.6,990.0,1010.9,50084830
2025-06-27 00:00:00+05:30,1006.5,1009.9,996.7,1007.4,28213384
2025-06-30 00:00:00+05:30,1005.8,1006.9,997.8,1000.8,13649020
2025-07-01 00:00:00+05:30,1002.5,1008.0,1002.0,1006.0,14389386
2025-07-02 00:00:00+05:30,1010.0,1010.0,989.0,993.0,18878250
2025-07-03 00:00:00+05:30,997.4,1004.0,992.2,993.6,16860506
2025-07-04 00:00:00+05:30,993.6,1001.8,990.0,994.6,7863944
2025-07-07 00:00:00+05:30,994.5,999.2,991.9,993.7,11349426
2025-07-08 00:00:00+05:30,988.5,1002.5,988.5,1000.7,15224316
2025-07-09 00:00:00+05:30,1003.5,1006.9,999.0,1005.6,13861428
2025-07-10 00:00:00+05:30,1008.0,1008.5,1000.0,1003.1,17030310
2025-07-11 00:00:00+05:30,999.0,1002.4,990.4,991.8,12516922
2025-07-14 00:00:00+05:30,991.5,994.4,985.3,991.5,13088850
2025-07-15 00:00:00+05:30,986.5,1001.8,986.5,997.8,14498168
2025-07-16 00:00:00+05:30,1009.0,1011.4,996.3,998.2,17994612
2025-07-17 00:00:00+05:30,1002.0,1002.4,991.4,993.4,22529158
2025-07-18 00:00:00+05:30,993.4,998.5,976.5,978.7,16129446
2025-07-21 00:00:00+05:30,989.1,1001.0,988.2,1000.2,22309078
2025-07-22 00:00:00+05:30,1006.6,1009.0,1001.5,1003.6,14836814
2025-07-23 00:00:00+05:30,1005.5,1014.9,1001.5,1012.2,13634916
2025-07-24 00:00:00+05:30,1018.8,1018.8,1004.2,1007.1,19107176
2025-07-25 00:00:00+05:30,1007.5,1007.5,999.5,1002.3,9306598
2025-07-28 00:00:00+05:30,1001.5,1010.7,1000.2,1004.2,12059580
2025-07-29 00:00:00+05:30,1000.0,1013.2,998.2,1010.8,19895696
2025-07-30 00:00:00+05:30,1014.0,1016.3,1008.5,1012.9,15154036
2025-07-31 00:00:00+05:30,1007.3,1015.7,1004.0,1009.1,22183032
2025-08-01 00:00:00+05:30,1007.0,1014.2,1004.6,1006.1,11317258
2025-08-04 00:00:00+05:30,1005.0,1009.2,994.0,996.0,13933946
2025-08-05 00:00:00+05:30,993.2,997.2,982.8,988.8,23978058
2025-08-06 00:00:00+05:30,985.6,994.0,985.0,992.6,14080204
2025-08-07 00:00:00+05:30,990.0,1000.8,988.4,997.7,13081186
2025-08-08 00:00:00+05:30,993.6,996.4,985.0,987.0,13895264
