date,open,high,low,close,volume
2025-06-16 00:00:00+05:30,396.15,404.5,394.2,403.85,32061745
2025-06-17 00:00:00+05:30,405.8,407.5,400.5,401.75,24371681
2025-06-18 00:00:00+05:30,401.65,405.0,398.5,400.5,18879759
2025-06-19 00:00:00+05:30,401.0,403.8,393.45,398.55,18220823
2025-06-20 00:00:00+05:30,399.0,410.0,397.75,408.25,122552435
2025-06-23 00:00:00+05:30,411.0,422.4,409.05,420.9,43017721
2025-06-24 00:00:00+05:30,426.4,426.5,415.0,418.5,33807025
2025-06-25 00:00:00+05:30,420.3,420.4,405.0,406.05,29028317
2025-06-26 00:00:00+05:30,408.95,413.9,406.85,410.1,25730795
2025-06-27 00:00:00+05:30,410.5,416.8,409.5,414.5,41398277
2025-06-30 00:00:00+05:30,416.65,423.0,414.25,421.5,20350621
2025-07-01 00:00:00+05:30,424.8,436.0,424.1,432.25,35405785
2025-07-02 00:00:00+05:30,431.05,432.75,422.6,426.95,22843521
2025-07-03 00:00:00+05:30,427.7,430.7,424.05,426.25,13499244
2025-07-04 00:00:00+05:30,430.0,432.4,425.75,427.55,16618426
2025-07-07 00:00:00+05:30,427.45,427.45,416.15,417.1,22221724
2025-07-08 00:00:00+05:30,418.0,423.35,416.25,422.0,15970711
2025-07-09 00:00:00+05:30,423.95,424.0,416.5,417.65,14956297
2025-07-10 00:00:00+05:30,418.45,419.5,410.5,413.5,17914452
2025-07-11 00:00:00+05:30,411.0,413.2,405.1,409.3,15186245
2025-07-14 00:00:00+05:30,405.5,410.35,405.15,407.3,17844425
2025-07-15 00:00:00+05:30,408.5,412.9,407.8,408.95,11971127
2025-07-16 00:00:00+05:30,409.4,410.3,405.5,406.15,9173824
2025-07-17 00:00:00+05:30,406.15,408.7,403.05,404.2,7922270
2025-07-18 00:00:00+05:30,404.25,406.95,394.15,394.75,21172393
2025-07-21 00:00:00+05:30,394.6,400.95,391.1,399.95,12980473
2025-07-22 00:00:00+05:30,403.0,404.7,399.75,403.1,12447434
2025-07-23 00:00:00+05:30,403.5,404.9,396.6,400.2,10413255
2025-07-24 00:00:00+05:30,400.7,401.9,396.0,398.25,6767566
2025-07-25 00:00:00+05:30,399.0,400.7,393.5,395.2,9202508
2025-07-28 00:00:00+05:30,395.2,396.35,383.3,389.25,19856033
2025-07-29 00:00:00+05:30,390.0,390.75,378.0,388.25,25307639
2025-07-30 00:00:00+05:30,390.95,392.4,385.0,386.5,11335944
2025-07-31 00:00:00+05:30,379.0,388.25,378.8,383.1,9702316
2025-08-01 00:00:00+05:30,383.1,383.5,376.2,377.2,8702605
2025-08-04 00:00:00+05:30,379.0,390.25,376.45,389.55,13454379
2025-08-05 00:00:00+05:30,390.0,390.25,383.35,386.65,13482710
2025-08-06 00:00:00+05:30,392.0,393.5,387.1,389.7,16852693
2025-08-07 00:00:00+05:30,386.0,390.3,383.5,387.75,11520396
2025-08-08 00:00:00+05:30,385.3,387.4,383.6,384.6,7139111
2025-08-11 00:00:00+05:30,384.0,388.4,381.55,383.9,8910936
2025-08-12 00:00:00+05:30,384.0,385.35,379.55,380.35,9329093
2025-08-13 00:00:00+05:30,382.2,389.9,382.1,388.85,10930440
2025-08-14 00:00:00+05:30,387.85,388.0,382.55,384.9,8046552
2025-08-18 00:00:00+05:30,388.0,389.75,381.1,382.5,11778056
2025-08-19 00:00:00+05:30,382.5,383.7,377.5,380.05,11111204
2025-08-20 00:00:00+05:30,383.9,384.3,371.1,371.85,20289349
2025-08-21 00:00:00+05:30,373.0,377.4,371.5,374.2,12680853
2025-08-22 00:00:00+05:30,373.8,379.95,373.6,374.85,15246732
2025-08-25 00:00:00+05:30,377.85,380.05,371.5,372.05,8577673
2025-08-26 00:00:00+05:30,372.0,372.05,364.25,365.85,15718869
2025-08-28 00:00:00+05:30,364.05,367.75,361.2,363.85,12218065
2025-08-29 00:00:00+05:30,362.3,371.0,361.6,369.4,12739664
2025-09-01 00:00:00+05:30,369.95,375.25,367.55,373.9,8821349
2025-09-02 00:00:00+05:30,377.3,378.95,373.75,376.6,12169182
2025-09-03 00:00:00+05:30,377.75,381.2,377.1,378.7,9919255
2025-09-04 00:00:00+05:30,381.5,381.5,372.0,372.5,9288078
2025-09-05 00:00:00+05:30,374.0,375.5,368.5,370.8,7325669
2025-09-08 00:00:00+05:30,371.65,374.5,370.85,371.9,6897641
2025-09-09 00:00:00+05:30,371.9,374.0,369.9,371.95,10598912
2025-09-10 00:00:00+05:30,373.7,389.0,373.05,388.05,23174318
2025-09-11 00:00:00+05:30,389.6,392.5,384.05,385.15,19042696
2025-09-12 00:00:00+05:30,386.0,399.85,385.3,399.3,26356961
2025-09-15 00:00:00+05:30,400.0,403.1,395.7,398.45,18486916
2025-09-16 00:00:00+05:30,398.45,403.3,396.2,402.9,12467341
2025-09-17 00:00:00+05:30,405.5,416.65,405.0,412.2,31367478
