date,open,high,low,close,volume
2025-06-16 00:00:00+05:30,489.5,491.6,463.35,472.75,45383198
2025-06-17 00:00:00+05:30,472.4,472.4,462.65,464.55,24855293
2025-06-18 00:00:00+05:30,462.55,467.75,459.9,461.45,18236877
2025-06-19 00:00:00+05:30,461.45,465.65,459.0,462.9,15824940
2025-06-20 00:00:00+05:30,463.65,467.35,461.35,465.55,16548252
2025-06-23 00:00:00+05:30,461.3,465.45,458.6,462.15,14910098
2025-06-24 00:00:00+05:30,466.8,472.65,462.65,463.8,22309294
2025-06-25 00:00:00+05:30,465.45,467.5,463.65,464.4,15186661
2025-06-26 00:00:00+05:30,466.1,470.75,464.35,470.05,14676711
2025-06-27 00:00:00+05:30,471.6,476.05,470.25,472.95,10454653
2025-06-30 00:00:00+05:30,474.3,476.35,471.6,473.7,10109085
2025-07-01 00:00:00+05:30,475.8,477.7,468.45,470.8,9972511
2025-07-02 00:00:00+05:30,470.8,476.75,468.65,474.05,11668866
2025-07-03 00:00:00+05:30,477.7,479.85,474.05,475.35,14042282
2025-07-04 00:00:00+05:30,475.75,477.05,472.55,474.4,7179231
2025-07-07 00:00:00+05:30,474.4,476.4,470.5,474.25,7884126
2025-07-08 00:00:00+05:30,477.15,479.85,473.35,477.25,11061622
2025-07-09 00:00:00+05:30,474.35,478.85,474.05,477.0,7957609
2025-07-10 00:00:00+05:30,476.45,479.7,471.6,478.9,11233063
2025-07-11 00:00:00+05:30,477.1,480.85,466.15,469.4,12027095
2025-07-14 00:00:00+05:30,468.85,468.85,462.65,464.4,11254250
2025-07-15 00:00:00+05:30,465.45,472.3,464.25,471.2,10227606
2025-07-16 00:00:00+05:30,471.2,471.2,465.65,467.5,9069289
2025-07-17 00:00:00+05:30,467.5,472.95,466.9,469.35,9583362
2025-07-18 00:00:00+05:30,470.4,472.3,466.8,468.35,8073596
2025-07-21 00:00:00+05:30,468.5,474.05,462.15,473.3,9777580
2025-07-22 00:00:00+05:30,473.7,474.25,462.9,463.65,11255656
2025-07-23 00:00:00+05:30,465.9,477.2,465.6,475.15,21003237
2025-07-24 00:00:00+05:30,476.9,486.45,476.65,482.3,22073589
2025-07-25 00:00:00+05:30,482.65,483.65,471.4,473.25,10561683
2025-07-28 00:00:00+05:30,475.55,482.3,469.15,470.2,11312591
2025-07-29 00:00:00+05:30,469.5,477.8,468.6,476.7,9062995
2025-07-30 00:00:00+05:30,475.05,475.05,458.0,460.25,27484577
2025-07-31 00:00:00+05:30,454.3,463.65,449.15,458.5,27194934
2025-08-01 00:00:00+05:30,459.9,459.9,445.45,446.75,18222470
2025-08-04 00:00:00+05:30,447.55,452.2,444.75,450.0,11668674
2025-08-05 00:00:00+05:30,451.6,453.65,447.9,450.7,9752803
2025-08-06 00:00:00+05:30,450.95,453.05,447.8,449.5,9311301
2025-08-07 00:00:00+05:30,447.5,448.7,437.55,445.1,19767487
2025-08-08 00:00:00+05:30,446.1,449.55,433.75,436.3,14734137
2025-08-11 00:00:00+05:30,438.0,450.95,431.75,450.1,25091347
2025-08-12 00:00:00+05:30,448.3,455.05,448.1,450.35,16285003
2025-08-13 00:00:00+05:30,452.5,459.25,452.1,457.0,10976844
2025-08-14 00:00:00+05:30,458.55,458.9,452.85,457.6,9078424
2025-08-18 00:00:00+05:30,466.1,471.6,463.3,465.45,20662562
2025-08-19 00:00:00+05:30,465.95,484.25,463.45,482.1,28235855
2025-08-20 00:00:00+05:30,482.1,482.5,474.4,474.8,14597151
2025-08-21 00:00:00+05:30,477.8,478.45,471.6,471.9,12247807
2025-08-22 00:00:00+05:30,472.25,476.1,467.2,468.4,9338735
2025-08-25 00:00:00+05:30,470.75,474.3,468.4,472.85,9338143
2025-08-26 00:00:00+05:30,472.85,472.95,467.0,469.3,10888357
2025-08-28 00:00:00+05:30,468.1,468.8,459.8,465.05,13748796
2025-08-29 00:00:00+05:30,465.05,468.95,459.9,460.6,11912735
2025-09-01 00:00:00+05:30,462.2,476.1,461.65,475.15,11103773
2025-09-02 00:00:00+05:30,475.15,478.25,469.3,471.2,11408417
2025-09-03 00:00:00+05:30,473.7,477.45,471.6,476.5,8852422
2025-09-04 00:00:00+05:30,486.0,486.3,472.1,473.35,19519854
2025-09-05 00:00:00+05:30,475.7,480.15,470.3,476.25,9721098
2025-09-08 00:00:00+05:30,478.5,497.1,477.85,495.4,29819941
2025-09-09 00:00:00+05:30,496.5,497.25,491.25,492.65,13667181
2025-09-10 00:00:00+05:30,494.1,495.7,483.8,488.2,15052279
2025-09-11 00:00:00+05:30,488.95,490.2,485.1,486.0,8032874
2025-09-12 00:00:00+05:30,487.45,494.95,487.0,492.45,11986081
2025-09-15 00:00:00+05:30,492.5,497.05,489.9,490.85,8725526
2025-09-16 00:00:00+05:30,492.3,495.5,485.4,491.05,14184087
2025-09-17 00:00:00+05:30,492.3,497.75,491.8,495.15,17243940
2025-09-18 00:00:00+05:30,497.1,499.35,487.2,489.65,17718749
2025-09-19 00:00:00+05:30,491.25,491.25,485.35,487.1,17614118
2025-09-22 00:00:00+05:30,488.15,490.2,478.4,479.35,14072038
2025-09-23 00:00:00+05:30,483.2,487.3,479.9,482.9,17290731
2025-09-24 00:00:00+05:30,482.3,484.2,469.05,470.2,19247954
2025-09-25 00:00:00+05:30,461.25,464.75,451.15,457.35,35857101
2025-09-26 00:00:00+05:30,458.55,468.4,456.05,463.3,22920023
2025-09-29 00:00:00+05:30,470.95,471.6,461.3,463.0,18902652
2025-09-30 00:00:00+05:30,462.65,470.6,459.0,468.3,21788828
2025-10-01 00:00:00+05:30,468.85,495.7,467.65,494.6,43810036
2025-10-03 00:00:00+05:30,494.7,509.3,492.3,493.05,40358635
2025-10-06 00:00:00+05:30,494.35,494.7,484.65,490.65,15008446
2025-10-07 00:00:00+05:30,490.65,490.85,480.0,480.6,19025938
2025-10-08 00:00:00+05:30,478.45,483.35,467.5,469.25,24065326
2025-10-09 00:00:00+05:30,471.35,471.6,460.45,468.95,23533555
2025-10-10 00:00:00+05:30,471.5,474.1,459.15,467.45,23340459
2025-10-13 00:00:00+05:30,467.5,467.75,453.1,454.95,48349527
2025-10-14 00:00:00+05:30,400.0,421.55,376.3,395.45,52267874
