date,open,high,low,close,volume
2025-06-16 00:00:00+05:30,631.95,645.3,630.0,643.75,1187428
2025-06-17 00:00:00+05:30,645.0,653.35,642.5,646.1,2269496
2025-06-18 00:00:00+05:30,646.1,649.8,637.0,638.25,1066778
2025-06-19 00:00:00+05:30,639.0,640.0,629.0,630.95,1272286
2025-06-20 00:00:00+05:30,628.4,637.4,626.35,633.5,4218765
2025-06-23 00:00:00+05:30,631.0,641.45,628.8,638.85,834251
2025-06-24 00:00:00+05:30,641.0,646.0,638.5,644.45,1131402
2025-06-25 00:00:00+05:30,648.0,654.3,643.8,650.7,1565175
2025-06-26 00:00:00+05:30,650.7,650.7,629.05,636.5,3968851
2025-06-27 00:00:00+05:30,638.0,647.45,637.55,644.9,3212791
2025-06-30 00:00:00+05:30,646.5,664.5,643.7,661.25,2075636
2025-07-01 00:00:00+05:30,665.0,674.95,659.15,671.05,3182249
2025-07-02 00:00:00+05:30,671.05,676.0,665.2,672.65,1348689
2025-07-03 00:00:00+05:30,672.65,687.75,670.1,684.15,3054421
2025-07-04 00:00:00+05:30,684.0,696.95,678.7,681.3,2791223
2025-07-07 00:00:00+05:30,681.05,689.5,676.35,680.25,960264
2025-07-08 00:00:00+05:30,680.5,683.9,668.6,673.3,820969
2025-07-09 00:00:00+05:30,668.6,674.8,663.7,664.75,630384
2025-07-10 00:00:00+05:30,666.0,668.15,655.5,661.65,2206322
2025-07-11 00:00:00+05:30,657.7,658.5,645.7,652.8,2145893
2025-07-14 00:00:00+05:30,654.0,661.8,646.75,659.5,1745640
2025-07-15 00:00:00+05:30,662.0,675.8,661.95,673.8,1726609
2025-07-16 00:00:00+05:30,673.0,677.0,668.4,671.45,1928069
2025-07-17 00:00:00+05:30,673.0,697.45,670.55,692.65,5685069
2025-07-18 00:00:00+05:30,694.0,697.9,684.35,686.85,1515065
2025-07-21 00:00:00+05:30,688.0,717.55,682.45,713.75,8073738
2025-07-22 00:00:00+05:30,715.0,730.95,711.4,722.85,4108448
2025-07-23 00:00:00+05:30,726.6,729.8,718.5,727.35,2827536
2025-07-24 00:00:00+05:30,726.0,730.5,718.7,726.55,2189801
2025-07-25 00:00:00+05:30,726.55,729.0,718.45,722.2,1507020
2025-07-28 00:00:00+05:30,725.0,735.85,720.15,729.85,4881892
2025-07-29 00:00:00+05:30,727.0,734.55,721.05,726.05,3504831
2025-07-30 00:00:00+05:30,727.0,728.5,716.9,721.9,1589570
2025-07-31 00:00:00+05:30,715.0,723.65,701.3,703.8,2497511
2025-08-01 00:00:00+05:30,703.95,713.9,658.0,665.15,6828070
2025-08-04 00:00:00+05:30,673.5,719.45,672.05,711.7,12572025
2025-08-05 00:00:00+05:30,708.3,723.8,702.0,720.45,3136768
2025-08-06 00:00:00+05:30,720.0,721.85,704.2,705.3,1691312
2025-08-07 00:00:00+05:30,700.0,710.8,688.2,705.45,1933447
2025-08-08 00:00:00+05:30,704.05,704.95,685.9,688.75,1164817
2025-08-11 00:00:00+05:30,688.95,696.6,678.15,693.7,1129449
2025-08-12 00:00:00+05:30,693.7,696.0,686.05,688.65,1449415
2025-08-13 00:00:00+05:30,686.1,693.15,680.9,686.15,1062727
2025-08-14 00:00:00+05:30,684.2,693.9,681.0,683.75,1066750
2025-08-18 00:00:00+05:30,690.15,700.7,686.45,690.95,1319724
2025-08-19 00:00:00+05:30,697.5,709.45,693.0,707.3,2030825
2025-08-20 00:00:00+05:30,708.5,730.3,702.0,713.45,3114706
2025-08-21 00:00:00+05:30,717.05,718.55,710.2,712.45,2041917
2025-08-22 00:00:00+05:30,712.9,722.9,707.95,716.45,1635644
